F_1,F_3,F_5,F_7,F_6,F_8,Labels
0.0,0.0,-24.0,81.0,81.0,0.0,1.0
-26.0,0.0,0.0,40.0,40.0,0.0,1.0
0.0,4.0,-4.0,44.0,44.0,4.0,5.0
0.0,0.0,-18.0,50.0,50.0,0.0,1.0
-5.0,0.0,0.0,67.0,67.0,0.0,1.0
0.0,0.0,0.0,37.0,37.0,0.0,1.0
0.0,1.0,0.0,67.0,67.0,1.0,1.0
0.0,-6.0,7.0,74.0,74.0,-6.0,1.0
-3.0,0.0,-30.0,39.0,39.0,0.0,4.0
0.0,0.0,-17.0,45.0,45.0,0.0,1.0
0.0,2.0,-12.0,42.0,42.0,2.0,1.0
0.0,2.0,-30.0,111.0,111.0,2.0,1.0
1.0,0.0,3.0,55.0,55.0,0.0,4.0
0.0,0.0,8.0,123.0,123.0,0.0,4.0
4.0,0.0,0.0,63.0,63.0,0.0,5.0
-5.0,0.0,0.0,63.0,63.0,0.0,5.0
0.0,0.0,17.0,89.0,89.0,0.0,1.0
0.0,0.0,-29.0,88.0,88.0,0.0,1.0
0.0,0.0,-28.0,51.0,51.0,0.0,1.0
0.0,0.0,-30.0,88.0,88.0,0.0,1.0
0.0,0.0,-23.0,33.0,33.0,0.0,4.0
0.0,6.0,0.0,38.0,38.0,6.0,1.0
0.0,1.0,0.0,104.0,104.0,1.0,1.0
0.0,-2.0,0.0,46.0,46.0,-2.0,1.0
0.0,84.0,-10.0,72.0,72.0,84.0,5.0
0.0,0.0,21.0,75.0,75.0,0.0,4.0
0.0,-6.0,0.0,36.0,36.0,-6.0,1.0
0.0,1.0,7.0,51.0,51.0,1.0,1.0
0.0,7.0,0.0,71.0,71.0,7.0,1.0
0.0,0.0,-3.0,49.0,49.0,0.0,1.0
0.0,-1.0,2.0,32.0,32.0,-1.0,1.0
0.0,0.0,18.0,61.0,61.0,0.0,1.0
0.0,-15.0,0.0,36.0,36.0,-15.0,1.0
0.0,0.0,24.0,38.0,38.0,0.0,1.0
-1.0,0.0,3.0,44.0,44.0,0.0,1.0
0.0,0.0,-29.0,53.0,53.0,0.0,1.0
0.0,-3.0,8.0,75.0,75.0,-3.0,1.0
1.0,0.0,-9.0,37.0,37.0,0.0,1.0
0.0,0.0,-7.0,35.0,35.0,0.0,1.0
-3.0,0.0,-683.0,75.0,75.0,0.0,1.0
1.0,0.0,6.0,32.0,32.0,0.0,1.0
1.0,0.0,-26.0,43.0,43.0,0.0,1.0
0.0,0.0,-4.0,29.0,29.0,0.0,1.0
0.0,0.0,8.0,26.0,26.0,0.0,1.0
0.0,0.0,-10.0,88.0,0.0,0.0,1.0
0.0,0.0,-18.0,72.0,72.0,0.0,1.0
0.0,-1.0,5.0,47.0,47.0,-1.0,1.0
-3.0,-7.0,0.0,72.0,72.0,-7.0,1.0
4.0,0.0,0.0,25.0,25.0,0.0,1.0
1.0,0.0,0.0,86.0,86.0,0.0,1.0
0.0,0.0,-2.0,30.0,30.0,0.0,1.0
1.0,0.0,20.0,64.0,64.0,0.0,1.0
-5.0,-2.0,-2.0,38.0,38.0,-2.0,1.0
0.0,1.0,2.0,35.0,35.0,1.0,1.0
0.0,0.0,4.0,84.0,84.0,0.0,1.0
0.0,7.0,-1.0,42.0,42.0,7.0,1.0
0.0,1.0,0.0,37.0,37.0,1.0,1.0
4.0,0.0,5.0,42.0,42.0,0.0,1.0
0.0,0.0,1.0,37.0,37.0,0.0,1.0
0.0,0.0,-23.0,44.0,44.0,0.0,1.0
0.0,0.0,5.0,53.0,53.0,0.0,1.0
0.0,0.0,-7.0,35.0,35.0,0.0,1.0
0.0,0.0,-23.0,45.0,45.0,0.0,1.0
0.0,0.0,6.0,67.0,67.0,0.0,1.0
0.0,0.0,7.0,46.0,46.0,0.0,5.0
0.0,0.0,-15.0,55.0,55.0,0.0,1.0
-4.0,0.0,-14.0,43.0,43.0,0.0,1.0
5.0,4.0,0.0,41.0,41.0,4.0,4.0
0.0,-7.0,1.0,37.0,37.0,-7.0,1.0
0.0,0.0,7.0,34.0,34.0,0.0,1.0
0.0,0.0,5.0,45.0,45.0,0.0,1.0
0.0,0.0,12.0,35.0,35.0,0.0,1.0
0.0,3.0,0.0,38.0,38.0,3.0,1.0
0.0,0.0,0.0,45.0,45.0,0.0,1.0
0.0,0.0,-1.0,44.0,44.0,0.0,1.0
0.0,0.0,-24.0,44.0,44.0,0.0,1.0
0.0,-2.0,6.0,125.0,125.0,-2.0,1.0
1.0,0.0,3.0,59.0,59.0,0.0,1.0
0.0,-3.0,0.0,56.0,56.0,-3.0,1.0
0.0,3.0,-7.0,33.0,33.0,3.0,1.0
1.0,4.0,0.0,39.0,39.0,4.0,1.0
0.0,3.0,-8.0,44.0,44.0,3.0,1.0
-2.0,0.0,3.0,39.0,39.0,0.0,1.0
0.0,0.0,3.0,50.0,50.0,0.0,1.0
0.0,-1.0,9.0,41.0,41.0,-1.0,1.0
0.0,3.0,0.0,39.0,39.0,3.0,1.0
0.0,0.0,4.0,45.0,45.0,0.0,1.0
0.0,-1.0,22.0,31.0,31.0,-1.0,1.0
0.0,0.0,4.0,27.0,27.0,0.0,1.0
-4.0,0.0,0.0,40.0,40.0,0.0,1.0
0.0,0.0,23.0,47.0,47.0,0.0,1.0
0.0,6.0,0.0,57.0,57.0,6.0,4.0
0.0,-5.0,16.0,50.0,50.0,-5.0,1.0
0.0,0.0,1.0,64.0,64.0,0.0,1.0
0.0,0.0,15.0,96.0,96.0,0.0,4.0
0.0,0.0,-8.0,66.0,66.0,0.0,1.0
0.0,0.0,-17.0,82.0,82.0,0.0,5.0
0.0,12.0,0.0,99.0,99.0,12.0,1.0
0.0,0.0,9.0,34.0,34.0,0.0,1.0
2.0,0.0,1.0,66.0,66.0,0.0,4.0
0.0,5.0,-3.0,56.0,56.0,5.0,1.0
0.0,-6.0,7.0,62.0,62.0,-6.0,1.0
0.0,0.0,-4.0,83.0,83.0,0.0,4.0
0.0,6.0,0.0,38.0,38.0,6.0,1.0
24.0,0.0,0.0,101.0,101.0,0.0,1.0
0.0,0.0,0.0,83.0,83.0,0.0,4.0
0.0,0.0,4.0,92.0,92.0,0.0,1.0
4.0,0.0,-7.0,42.0,42.0,0.0,1.0
0.0,8.0,0.0,43.0,43.0,8.0,1.0
5.0,0.0,13.0,41.0,41.0,0.0,4.0
0.0,2.0,-1.0,48.0,48.0,2.0,1.0
0.0,0.0,2.0,125.0,125.0,0.0,1.0
-1.0,0.0,-1.0,55.0,55.0,0.0,1.0
0.0,-1.0,21.0,88.0,88.0,-1.0,1.0
0.0,2.0,0.0,64.0,64.0,2.0,1.0
1.0,0.0,0.0,37.0,37.0,0.0,4.0
0.0,0.0,-3.0,59.0,59.0,0.0,1.0
-2.0,0.0,6.0,37.0,37.0,0.0,1.0
-1.0,0.0,-2.0,125.0,125.0,0.0,1.0
0.0,0.0,-21.0,26.0,26.0,0.0,1.0
0.0,-1.0,25.0,28.0,28.0,-1.0,4.0
-1.0,0.0,-1.0,28.0,28.0,0.0,1.0
0.0,0.0,-19.0,55.0,55.0,0.0,1.0
0.0,0.0,-20.0,41.0,41.0,0.0,4.0
0.0,0.0,-1.0,78.0,0.0,0.0,1.0
0.0,-1.0,25.0,48.0,48.0,-1.0,1.0
0.0,-5.0,1.0,93.0,93.0,-5.0,1.0
-6.0,-4.0,-25.0,119.0,119.0,-4.0,1.0
-1.0,0.0,-3.0,42.0,42.0,0.0,1.0
0.0,0.0,-2.0,41.0,41.0,0.0,4.0
1.0,0.0,0.0,46.0,46.0,0.0,1.0
4.0,-3.0,0.0,44.0,44.0,-3.0,1.0
0.0,0.0,-20.0,55.0,55.0,0.0,1.0
0.0,-1.0,21.0,39.0,39.0,-1.0,1.0
0.0,-4.0,0.0,39.0,39.0,-4.0,1.0
0.0,0.0,0.0,70.0,70.0,0.0,1.0
0.0,2.0,-2.0,37.0,37.0,2.0,1.0
-1.0,-3.0,-5.0,41.0,41.0,-3.0,1.0
1.0,0.0,0.0,99.0,99.0,0.0,5.0
0.0,0.0,1.0,53.0,53.0,0.0,1.0
0.0,0.0,-27.0,37.0,37.0,0.0,4.0
0.0,1.0,0.0,43.0,43.0,1.0,1.0
0.0,0.0,10.0,59.0,59.0,0.0,1.0
4.0,0.0,-7.0,119.0,119.0,0.0,1.0
0.0,-6.0,1.0,41.0,41.0,-6.0,1.0
1.0,0.0,0.0,32.0,32.0,0.0,1.0
0.0,-2.0,0.0,29.0,29.0,-2.0,3.0
5.0,0.0,0.0,35.0,35.0,0.0,4.0
-3.0,0.0,9.0,35.0,35.0,0.0,1.0
0.0,4.0,0.0,59.0,59.0,4.0,1.0
4.0,0.0,0.0,58.0,58.0,0.0,1.0
0.0,0.0,23.0,46.0,46.0,0.0,1.0
5.0,0.0,10.0,32.0,32.0,0.0,1.0
-1.0,0.0,-22.0,44.0,44.0,0.0,4.0
0.0,-1.0,-2.0,52.0,52.0,-1.0,1.0
-2.0,0.0,0.0,30.0,30.0,0.0,1.0
0.0,0.0,-12.0,52.0,52.0,0.0,1.0
-1.0,1.0,0.0,27.0,27.0,1.0,1.0
0.0,3.0,0.0,87.0,87.0,3.0,4.0
0.0,-1.0,-13.0,50.0,50.0,-1.0,4.0
0.0,0.0,-17.0,43.0,43.0,0.0,1.0
0.0,8.0,0.0,39.0,39.0,8.0,1.0
-2.0,0.0,-16.0,36.0,36.0,0.0,1.0
-1.0,0.0,21.0,49.0,49.0,0.0,1.0
2.0,-2.0,0.0,32.0,32.0,-2.0,1.0
-5.0,0.0,-3.0,30.0,30.0,0.0,1.0
5.0,0.0,12.0,39.0,39.0,0.0,1.0
0.0,0.0,-11.0,85.0,85.0,0.0,1.0
0.0,1.0,0.0,44.0,44.0,1.0,1.0
-2.0,0.0,5.0,44.0,44.0,0.0,1.0
0.0,0.0,4.0,45.0,45.0,0.0,1.0
-2.0,7.0,0.0,41.0,41.0,7.0,1.0
0.0,-1.0,-3.0,73.0,73.0,-1.0,4.0
-4.0,-6.0,0.0,29.0,29.0,-6.0,4.0
0.0,4.0,0.0,32.0,32.0,4.0,1.0
0.0,0.0,-25.0,52.0,52.0,0.0,1.0
0.0,-4.0,-5.0,37.0,37.0,-4.0,1.0
0.0,7.0,4.0,53.0,53.0,7.0,1.0
2.0,0.0,10.0,26.0,26.0,0.0,4.0
0.0,0.0,7.0,68.0,68.0,0.0,1.0
1.0,0.0,3.0,50.0,50.0,0.0,1.0
-2.0,0.0,1.0,39.0,39.0,0.0,4.0
0.0,0.0,12.0,37.0,37.0,0.0,1.0
0.0,0.0,23.0,63.0,63.0,0.0,1.0
0.0,0.0,26.0,71.0,71.0,0.0,1.0
0.0,0.0,14.0,24.0,24.0,0.0,1.0
0.0,0.0,0.0,79.0,79.0,0.0,4.0
0.0,0.0,17.0,24.0,24.0,0.0,1.0
0.0,8.0,0.0,30.0,30.0,8.0,1.0
0.0,8.0,31.0,49.0,49.0,8.0,5.0
-4.0,0.0,5.0,29.0,29.0,0.0,4.0
0.0,4.0,0.0,40.0,40.0,4.0,1.0
-1.0,-1.0,0.0,28.0,28.0,-1.0,1.0
-8.0,0.0,0.0,75.0,75.0,0.0,1.0
3.0,0.0,0.0,40.0,40.0,0.0,4.0
0.0,2.0,-6.0,46.0,46.0,2.0,1.0
3.0,4.0,0.0,57.0,57.0,4.0,1.0
0.0,0.0,6.0,63.0,63.0,0.0,5.0
0.0,0.0,7.0,48.0,48.0,0.0,1.0
0.0,0.0,-29.0,48.0,48.0,0.0,4.0
0.0,0.0,-26.0,46.0,46.0,0.0,1.0
0.0,0.0,-13.0,36.0,36.0,0.0,1.0
0.0,2.0,-4.0,30.0,30.0,2.0,1.0
0.0,-6.0,0.0,30.0,30.0,-6.0,1.0
-2.0,0.0,0.0,35.0,35.0,0.0,4.0
0.0,0.0,0.0,30.0,30.0,0.0,1.0
0.0,2.0,0.0,46.0,46.0,2.0,1.0
0.0,2.0,-24.0,35.0,35.0,2.0,1.0
5.0,-1.0,0.0,35.0,35.0,-1.0,1.0
0.0,0.0,-24.0,55.0,55.0,0.0,1.0
5.0,0.0,-11.0,35.0,35.0,0.0,1.0
0.0,0.0,-24.0,101.0,101.0,0.0,1.0
0.0,-4.0,-1.0,47.0,47.0,-4.0,4.0
0.0,0.0,-18.0,99.0,99.0,0.0,1.0
0.0,-6.0,0.0,23.0,23.0,-6.0,1.0
-4.0,0.0,-26.0,35.0,35.0,0.0,1.0
0.0,0.0,9.0,40.0,40.0,0.0,2.0
3.0,0.0,-6.0,49.0,49.0,0.0,1.0
0.0,5.0,-16.0,33.0,33.0,5.0,1.0
0.0,-2.0,-3.0,55.0,55.0,-2.0,1.0
0.0,0.0,-6.0,46.0,46.0,0.0,1.0
0.0,0.0,-5.0,64.0,64.0,0.0,1.0
0.0,0.0,11.0,34.0,34.0,0.0,4.0
0.0,2.0,11.0,46.0,46.0,2.0,1.0
0.0,0.0,7.0,46.0,46.0,0.0,1.0
3.0,0.0,3.0,32.0,32.0,0.0,1.0
5.0,0.0,0.0,42.0,42.0,0.0,1.0
0.0,0.0,12.0,32.0,32.0,0.0,1.0
4.0,0.0,-7.0,53.0,53.0,0.0,1.0
0.0,-1.0,-22.0,44.0,44.0,-1.0,1.0
0.0,0.0,16.0,39.0,39.0,0.0,1.0
0.0,-5.0,0.0,41.0,41.0,-5.0,4.0
0.0,-9.0,0.0,88.0,0.0,0.0,1.0
0.0,0.0,-20.0,46.0,46.0,0.0,4.0
2.0,0.0,21.0,24.0,24.0,0.0,1.0
-2.0,0.0,-20.0,32.0,32.0,0.0,1.0
0.0,8.0,0.0,66.0,66.0,8.0,1.0
0.0,3.0,0.0,51.0,51.0,3.0,1.0
0.0,0.0,20.0,48.0,48.0,0.0,1.0
0.0,2.0,-22.0,28.0,28.0,2.0,1.0
0.0,0.0,-19.0,46.0,46.0,0.0,1.0
3.0,0.0,1.0,83.0,83.0,0.0,1.0
0.0,0.0,11.0,42.0,42.0,0.0,1.0
0.0,0.0,10.0,39.0,39.0,0.0,1.0
0.0,-3.0,0.0,75.0,75.0,-3.0,1.0
5.0,0.0,31.0,24.0,24.0,0.0,4.0
0.0,0.0,-7.0,40.0,40.0,0.0,4.0
0.0,0.0,12.0,39.0,39.0,0.0,1.0
2.0,0.0,10.0,44.0,44.0,0.0,1.0
0.0,-1.0,0.0,34.0,34.0,-1.0,1.0
0.0,0.0,27.0,40.0,40.0,0.0,5.0
0.0,0.0,-12.0,66.0,66.0,0.0,1.0
0.0,0.0,3.0,30.0,30.0,0.0,1.0
-1.0,0.0,-17.0,37.0,37.0,0.0,1.0
-3.0,0.0,-21.0,35.0,35.0,0.0,1.0
3.0,0.0,-19.0,32.0,32.0,0.0,1.0
0.0,-1.0,-11.0,37.0,37.0,-1.0,1.0
-1.0,-2.0,0.0,37.0,37.0,-2.0,1.0
0.0,1.0,0.0,45.0,45.0,1.0,1.0
0.0,1.0,-11.0,50.0,50.0,1.0,1.0
0.0,0.0,-27.0,49.0,49.0,0.0,1.0
0.0,0.0,25.0,114.0,114.0,0.0,4.0
0.0,0.0,-20.0,66.0,66.0,0.0,4.0
0.0,0.0,24.0,54.0,54.0,0.0,1.0
0.0,0.0,-19.0,41.0,41.0,0.0,4.0
0.0,0.0,13.0,112.0,112.0,0.0,1.0
0.0,-1.0,-2.0,37.0,37.0,-1.0,1.0
1.0,0.0,6.0,100.0,100.0,0.0,1.0
0.0,-1.0,0.0,73.0,73.0,-1.0,1.0
-1.0,0.0,3.0,30.0,30.0,0.0,4.0
0.0,0.0,22.0,41.0,41.0,0.0,1.0
1.0,0.0,8.0,39.0,39.0,0.0,1.0
-2.0,0.0,8.0,59.0,59.0,0.0,1.0
0.0,0.0,17.0,58.0,58.0,0.0,1.0
2.0,0.0,-17.0,40.0,40.0,0.0,1.0
0.0,0.0,-18.0,52.0,52.0,0.0,4.0
4.0,0.0,0.0,41.0,41.0,0.0,1.0
-3.0,0.0,0.0,35.0,35.0,0.0,4.0
0.0,0.0,-3.0,32.0,32.0,0.0,1.0
-2.0,-4.0,0.0,35.0,35.0,-4.0,1.0
0.0,0.0,0.0,44.0,44.0,0.0,1.0
0.0,0.0,-14.0,34.0,34.0,0.0,1.0
0.0,2.0,5.0,49.0,49.0,2.0,1.0
1.0,0.0,4.0,44.0,44.0,0.0,1.0
0.0,0.0,9.0,52.0,52.0,0.0,4.0
0.0,0.0,0.0,49.0,49.0,0.0,1.0
0.0,0.0,-10.0,30.0,30.0,0.0,1.0
0.0,0.0,0.0,31.0,31.0,0.0,1.0
4.0,0.0,0.0,71.0,71.0,0.0,4.0
0.0,6.0,0.0,86.0,86.0,6.0,4.0
0.0,0.0,-2.0,30.0,30.0,0.0,1.0
-3.0,-7.0,0.0,42.0,42.0,-7.0,4.0
0.0,0.0,-22.0,35.0,35.0,0.0,4.0
0.0,0.0,14.0,79.0,79.0,0.0,4.0
-2.0,0.0,0.0,51.0,51.0,0.0,1.0
0.0,0.0,-9.0,54.0,54.0,0.0,1.0
2.0,0.0,0.0,26.0,26.0,0.0,4.0
0.0,0.0,-10.0,85.0,85.0,0.0,1.0
-1.0,7.0,0.0,58.0,58.0,7.0,1.0
5.0,0.0,0.0,37.0,37.0,0.0,1.0
-1.0,-6.0,7.0,48.0,48.0,-6.0,1.0
-1.0,-2.0,0.0,42.0,42.0,-2.0,1.0
0.0,0.0,-24.0,65.0,65.0,0.0,1.0
0.0,-1.0,0.0,35.0,35.0,-1.0,1.0
5.0,0.0,0.0,101.0,101.0,0.0,5.0
0.0,-3.0,0.0,28.0,28.0,-3.0,5.0
5.0,0.0,0.0,32.0,32.0,0.0,5.0
5.0,0.0,0.0,128.0,128.0,0.0,4.0
-2.0,-5.0,839.0,75.0,75.0,-5.0,1.0
0.0,0.0,-25.0,56.0,56.0,0.0,4.0
0.0,0.0,4.0,46.0,46.0,0.0,1.0
-2.0,0.0,11.0,40.0,40.0,0.0,1.0
2.0,0.0,0.0,35.0,35.0,0.0,1.0
1.0,0.0,0.0,23.0,23.0,0.0,1.0
-2.0,-4.0,22.0,88.0,0.0,0.0,1.0
2.0,0.0,-12.0,29.0,29.0,0.0,1.0
1.0,0.0,0.0,41.0,41.0,0.0,1.0
0.0,0.0,-30.0,75.0,75.0,0.0,1.0
0.0,0.0,22.0,98.0,98.0,0.0,1.0
0.0,0.0,14.0,39.0,39.0,0.0,1.0
0.0,0.0,6.0,51.0,51.0,0.0,4.0
0.0,1.0,-8.0,41.0,41.0,1.0,1.0
2.0,0.0,0.0,32.0,32.0,0.0,1.0
0.0,0.0,11.0,44.0,44.0,0.0,1.0
0.0,0.0,-16.0,39.0,39.0,0.0,1.0
0.0,0.0,-14.0,42.0,42.0,0.0,1.0
1.0,0.0,8.0,39.0,39.0,0.0,1.0
1.0,-7.0,11.0,46.0,46.0,-7.0,1.0
0.0,-4.0,0.0,32.0,32.0,-4.0,1.0
0.0,0.0,10.0,80.0,80.0,0.0,1.0
0.0,0.0,-24.0,32.0,32.0,0.0,1.0
0.0,0.0,-24.0,49.0,49.0,0.0,1.0
-2.0,0.0,-5.0,40.0,40.0,0.0,1.0
1.0,0.0,16.0,35.0,35.0,0.0,4.0
3.0,0.0,16.0,32.0,32.0,0.0,5.0
0.0,-2.0,13.0,34.0,34.0,-2.0,1.0
0.0,4.0,1.0,36.0,36.0,4.0,1.0
2.0,0.0,-1.0,36.0,36.0,0.0,1.0
0.0,0.0,7.0,44.0,44.0,0.0,1.0
1.0,0.0,1.0,35.0,35.0,0.0,1.0
0.0,-1.0,0.0,38.0,38.0,-1.0,1.0
0.0,0.0,14.0,44.0,44.0,0.0,4.0
1.0,0.0,0.0,37.0,37.0,0.0,1.0
-3.0,0.0,-1.0,32.0,32.0,0.0,1.0
0.0,0.0,0.0,49.0,49.0,0.0,1.0
0.0,0.0,-30.0,86.0,86.0,0.0,1.0
0.0,0.0,-3.0,48.0,48.0,0.0,1.0
0.0,-2.0,-5.0,37.0,37.0,-2.0,1.0
0.0,1.0,-5.0,55.0,55.0,1.0,4.0
1.0,0.0,-26.0,37.0,37.0,0.0,1.0
0.0,1.0,5.0,92.0,92.0,1.0,1.0
0.0,-5.0,0.0,28.0,28.0,-5.0,1.0
0.0,0.0,-6.0,46.0,46.0,0.0,1.0
0.0,0.0,18.0,37.0,37.0,0.0,1.0
3.0,0.0,0.0,58.0,58.0,0.0,1.0
0.0,0.0,31.0,60.0,60.0,0.0,1.0
2.0,0.0,26.0,40.0,40.0,0.0,1.0
0.0,-7.0,0.0,55.0,55.0,-7.0,1.0
0.0,0.0,-12.0,108.0,108.0,0.0,1.0
-3.0,-3.0,0.0,39.0,39.0,-3.0,1.0
0.0,0.0,-2.0,34.0,34.0,0.0,4.0
0.0,-1.0,0.0,46.0,46.0,-1.0,1.0
1.0,0.0,-6.0,42.0,42.0,0.0,1.0
-5.0,-2.0,0.0,40.0,40.0,-2.0,1.0
0.0,-6.0,19.0,32.0,32.0,-6.0,1.0
0.0,0.0,0.0,55.0,55.0,0.0,1.0
1.0,-6.0,0.0,35.0,35.0,-6.0,1.0
-1.0,1.0,0.0,67.0,67.0,1.0,1.0
0.0,0.0,9.0,26.0,26.0,0.0,1.0
0.0,-3.0,0.0,92.0,0.0,0.0,1.0
-4.0,0.0,0.0,33.0,33.0,0.0,1.0
2.0,5.0,0.0,40.0,40.0,5.0,5.0
-2.0,0.0,0.0,38.0,38.0,0.0,1.0
0.0,0.0,0.0,83.0,83.0,0.0,1.0
-1.0,0.0,2.0,34.0,34.0,0.0,4.0
1.0,0.0,-6.0,39.0,39.0,0.0,4.0
0.0,-3.0,-17.0,89.0,89.0,-3.0,1.0
2.0,0.0,0.0,26.0,26.0,0.0,1.0
3.0,0.0,0.0,43.0,43.0,0.0,4.0
0.0,4.0,0.0,63.0,63.0,4.0,1.0
1.0,0.0,19.0,29.0,29.0,0.0,1.0
0.0,0.0,10.0,50.0,50.0,0.0,1.0
0.0,8.0,0.0,39.0,39.0,8.0,5.0
-1.0,0.0,0.0,34.0,34.0,0.0,1.0
0.0,-7.0,0.0,39.0,39.0,-7.0,1.0
-4.0,0.0,0.0,55.0,55.0,0.0,4.0
3.0,0.0,1.0,26.0,26.0,0.0,1.0
0.0,0.0,0.0,66.0,66.0,0.0,1.0
0.0,0.0,18.0,41.0,41.0,0.0,1.0
0.0,0.0,0.0,55.0,55.0,0.0,1.0
-2.0,0.0,0.0,41.0,41.0,0.0,1.0
-5.0,0.0,0.0,44.0,44.0,0.0,1.0
-3.0,1.0,-16.0,36.0,36.0,1.0,1.0
-2.0,0.0,0.0,34.0,34.0,0.0,1.0
0.0,0.0,-21.0,87.0,87.0,0.0,4.0
0.0,0.0,-30.0,50.0,50.0,0.0,1.0
0.0,-7.0,0.0,44.0,44.0,-7.0,1.0
4.0,0.0,0.0,33.0,33.0,0.0,1.0
0.0,1.0,-9.0,48.0,48.0,1.0,4.0
-4.0,0.0,20.0,64.0,64.0,0.0,4.0
0.0,0.0,31.0,69.0,69.0,0.0,1.0
4.0,8.0,0.0,24.0,24.0,8.0,1.0
3.0,0.0,16.0,101.0,101.0,0.0,1.0
0.0,-3.0,-4.0,41.0,41.0,-3.0,4.0
0.0,0.0,25.0,69.0,69.0,0.0,1.0
-2.0,-3.0,0.0,41.0,41.0,-3.0,5.0
0.0,6.0,-2.0,32.0,32.0,6.0,1.0
0.0,-1.0,5.0,38.0,38.0,-1.0,1.0
1.0,5.0,0.0,37.0,37.0,5.0,1.0
0.0,0.0,5.0,29.0,29.0,0.0,4.0
0.0,2.0,0.0,41.0,41.0,2.0,1.0
2.0,0.0,0.0,48.0,48.0,0.0,1.0
-1.0,-1.0,-5.0,86.0,86.0,-1.0,1.0
0.0,0.0,-29.0,88.0,0.0,0.0,1.0
-4.0,0.0,-3.0,55.0,55.0,0.0,1.0
0.0,0.0,14.0,73.0,73.0,0.0,1.0
0.0,0.0,6.0,37.0,37.0,0.0,1.0
0.0,3.0,21.0,33.0,33.0,3.0,1.0
1.0,0.0,-4.0,77.0,0.0,0.0,5.0
0.0,0.0,20.0,46.0,46.0,0.0,1.0
1.0,3.0,0.0,44.0,44.0,3.0,1.0
0.0,0.0,-16.0,49.0,49.0,0.0,1.0
0.0,0.0,-6.0,38.0,38.0,0.0,1.0
0.0,-5.0,16.0,74.0,74.0,-5.0,1.0
0.0,0.0,-18.0,49.0,49.0,0.0,1.0
0.0,0.0,-24.0,40.0,40.0,0.0,1.0
-1.0,0.0,1.0,37.0,37.0,0.0,1.0
-2.0,0.0,-7.0,44.0,44.0,0.0,1.0
0.0,0.0,26.0,66.0,66.0,0.0,1.0
2.0,0.0,-12.0,37.0,37.0,0.0,1.0
0.0,0.0,28.0,33.0,33.0,0.0,4.0
0.0,0.0,5.0,44.0,44.0,0.0,4.0
4.0,0.0,1.0,63.0,63.0,0.0,1.0
0.0,4.0,-1.0,41.0,41.0,4.0,4.0
1.0,-3.0,-4.0,47.0,47.0,-3.0,1.0
-4.0,0.0,11.0,32.0,32.0,0.0,1.0
0.0,8.0,0.0,86.0,86.0,8.0,1.0
-5.0,0.0,0.0,57.0,57.0,0.0,1.0
3.0,0.0,10.0,32.0,32.0,0.0,1.0
0.0,0.0,27.0,82.0,82.0,0.0,1.0
0.0,0.0,9.0,75.0,75.0,0.0,1.0
-1.0,0.0,0.0,27.0,27.0,0.0,1.0
2.0,0.0,11.0,39.0,39.0,0.0,1.0
0.0,0.0,-10.0,73.0,73.0,0.0,1.0
0.0,-1.0,-11.0,48.0,48.0,-1.0,1.0
0.0,0.0,-7.0,34.0,34.0,0.0,1.0
0.0,0.0,3.0,52.0,52.0,0.0,1.0
0.0,3.0,0.0,43.0,43.0,3.0,1.0
0.0,0.0,19.0,92.0,0.0,0.0,4.0
2.0,0.0,0.0,47.0,47.0,0.0,1.0
0.0,0.0,8.0,26.0,26.0,0.0,1.0
0.0,-1.0,0.0,79.0,79.0,-1.0,1.0
0.0,0.0,19.0,68.0,68.0,0.0,4.0
-2.0,0.0,-5.0,41.0,41.0,0.0,1.0
0.0,-1.0,0.0,128.0,128.0,-1.0,1.0
0.0,0.0,8.0,22.0,22.0,0.0,4.0
0.0,0.0,-3.0,45.0,45.0,0.0,1.0
0.0,0.0,1.0,39.0,39.0,0.0,4.0
0.0,0.0,14.0,28.0,28.0,0.0,1.0
-1.0,0.0,0.0,28.0,28.0,0.0,1.0
-5.0,0.0,4.0,59.0,59.0,0.0,1.0
0.0,-2.0,17.0,56.0,56.0,-2.0,1.0
0.0,0.0,-8.0,86.0,86.0,0.0,4.0
0.0,21.0,-4.0,55.0,55.0,21.0,1.0
0.0,0.0,-26.0,53.0,53.0,0.0,1.0
0.0,4.0,0.0,50.0,50.0,4.0,5.0
0.0,0.0,-7.0,51.0,51.0,0.0,1.0
3.0,0.0,1.0,35.0,35.0,0.0,1.0
2.0,0.0,0.0,37.0,37.0,0.0,1.0
0.0,0.0,19.0,97.0,97.0,0.0,1.0
0.0,0.0,-8.0,56.0,56.0,0.0,1.0
0.0,0.0,11.0,31.0,31.0,0.0,1.0
0.0,0.0,11.0,68.0,68.0,0.0,1.0
0.0,0.0,29.0,72.0,72.0,0.0,1.0
0.0,-5.0,-1.0,61.0,61.0,-5.0,4.0
0.0,0.0,-22.0,42.0,42.0,0.0,1.0
1.0,0.0,0.0,61.0,61.0,0.0,1.0
-4.0,0.0,0.0,30.0,30.0,0.0,4.0
0.0,0.0,-30.0,40.0,40.0,0.0,1.0
0.0,0.0,-26.0,26.0,26.0,0.0,1.0
0.0,0.0,-11.0,91.0,91.0,0.0,1.0
0.0,0.0,28.0,34.0,34.0,0.0,1.0
-3.0,0.0,0.0,36.0,36.0,0.0,1.0
-1.0,0.0,8.0,36.0,36.0,0.0,1.0
